company_id,month,company_size,tariff_category,tariff_name,machine_name,machine_id,voltage,kw,power_factor,apparent_power_kva,day_hours,peak_hours,off_peak_hours,working_days,day_consumption_kwh,peak_consumption_kwh,off_peak_consumption_kwh,total_machine_consumption_kwh,total_company_day_kwh,total_company_peak_kwh,total_company_off_peak_kwh,total_monthly_consumption_kwh,max_demand_kva,actual_tariff_used,fixed_charge,day_energy_charge,peak_energy_charge,off_peak_energy_charge,demand_charge,total_bill
Company_1,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Box Making Machine,4,400,5,0.85,5.88,13,3,0,22,1430,330,0,1760,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Carton Breaking Machine,5,415,10,0.85,11.76,13,3,0,22,2860,660,0,3520,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),CD 102 Heidelburge,6,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,7,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-01,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,8,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Gluing Machine,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 1,2,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 2,3,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Box Making Machine,4,400,5,0.85,5.88,13,3,0,22,1430,330,0,1760,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Carton Breaking Machine,5,415,10,0.85,11.76,13,3,0,22,2860,660,0,3520,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),CD 102 Heidelburge,6,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,7,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,8,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Gluing Machine,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 1,2,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 2,3,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Box Making Machine,4,400,5,0.85,5.88,13,3,0,22,1430,330,0,1760,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Carton Breaking Machine,5,415,10,0.85,11.76,13,3,0,22,2860,660,0,3520,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),CD 102 Heidelburge,6,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,7,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-03,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,8,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-04,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Gluing Machine,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-04,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 1,2,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-04,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 2,3,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-04,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Box Making Machine,4,400,5,0.85,5.88,13,3,0,22,1430,330,0,1760,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-04,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Carton Breaking Machine,5,415,10,0.85,11.76,13,3,0,22,2860,660,0,3520,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-04,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),CD 102 Heidelburge,6,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-04,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,7,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-04,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,8,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-05,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Gluing Machine,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-05,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 1,2,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-05,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 2,3,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-05,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Box Making Machine,4,400,5,0.85,5.88,13,3,0,22,1430,330,0,1760,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-05,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Carton Breaking Machine,5,415,10,0.85,11.76,13,3,0,22,2860,660,0,3520,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-05,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),CD 102 Heidelburge,6,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-05,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,7,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-05,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,8,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-06,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Gluing Machine,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-06,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 1,2,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-06,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 2,3,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-06,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Box Making Machine,4,400,5,0.85,5.88,13,3,0,22,1430,330,0,1760,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-06,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Carton Breaking Machine,5,415,10,0.85,11.76,13,3,0,22,2860,660,0,3520,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-06,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),CD 102 Heidelburge,6,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-06,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,7,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-06,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,8,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-07,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Gluing Machine,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-07,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 1,2,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-07,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 2,3,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-07,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Box Making Machine,4,400,5,0.85,5.88,13,3,0,22,1430,330,0,1760,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-07,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Carton Breaking Machine,5,415,10,0.85,11.76,13,3,0,22,2860,660,0,3520,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-07,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),CD 102 Heidelburge,6,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-07,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,7,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-07,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,8,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-08,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Gluing Machine,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-08,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 1,2,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-08,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 2,3,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-08,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Box Making Machine,4,400,5,0.85,5.88,13,3,0,22,1430,330,0,1760,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-08,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Carton Breaking Machine,5,415,10,0.85,11.76,13,3,0,22,2860,660,0,3520,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-08,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),CD 102 Heidelburge,6,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-08,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,7,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-08,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,8,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-09,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Gluing Machine,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-09,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 1,2,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-09,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 2,3,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-09,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Box Making Machine,4,400,5,0.85,5.88,13,3,0,22,1430,330,0,1760,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-09,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Carton Breaking Machine,5,415,10,0.85,11.76,13,3,0,22,2860,660,0,3520,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-09,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),CD 102 Heidelburge,6,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-09,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,7,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-09,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,8,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-10,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Gluing Machine,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-10,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 1,2,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-10,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 2,3,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-10,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Box Making Machine,4,400,5,0.85,5.88,13,3,0,22,1430,330,0,1760,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-10,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Carton Breaking Machine,5,415,10,0.85,11.76,13,3,0,22,2860,660,0,3520,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-10,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),CD 102 Heidelburge,6,415,160,0.85,188.24,13,3,0,22,45760,10560,0,56320,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-10,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Diana Eye,7,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-10,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Guillotine Polar 115E,8,415,20,0.85,23.53,13,3,0,22,5720,1320,0,7040,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-11,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Gluing Machine,1,415,12,0.85,14.12,13,3,0,22,3432,792,0,4224,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-11,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 1,2,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-11,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Bobst Nova Cut 2,3,415,25,0.85,29.41,13,3,0,22,7150,1650,0,8800,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-11,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Box Making Machine,4,400,5,0.85,5.88,13,3,0,22,1430,330,0,1760,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
Company_1,2024-11,medium,industrial_rate1_large,Industrial Rate1 (VDMC > 300 kWh/month),Carton Breaking Machine,5,415,10,0.85,11.76,13,3,0,22,2860,660,0,3520,76934,17754,0,94688,188.24,industrial_rate1_large,750.0,1000142.0,230802.0,0.0,0.0,1231694.0
